ticker,buy,sell,profit,profit-of-trade
OAXBTC,2020-10-15 02:21:12.284600+00:00,2020-10-15 05:41:14.065400+00:00,-0.0007000000000000339,-0.0007000000000000339
OAXBTC,2020-10-15 12:34:17.297200+00:00,2020-10-15 16:14:18.840400+00:00,0.018180086131775686,0.01888008613177572
OAXBTC,2020-10-15 23:02:14.430800+00:00,2020-10-16 02:22:17.530200+00:00,0.017468352111886798,-0.0007117340198888877
OAXBTC,2020-10-16 10:04:13.285200+00:00,2020-10-16 13:37:16.837200+00:00,0.01675761402141185,-0.0007107380904749494
OAXBTC,2020-10-16 23:02:19.797800+00:00,2020-10-17 02:22:23.697800+00:00,0.011743449353767477,-0.005014164667644372
OAXBTC,2020-10-17 04:33:19.464800+00:00,2020-10-17 04:37:17.518400+00:00,0.03709085103094445,0.025347401677176973
OAXBTC,2020-10-17 11:38:19.400800+00:00,2020-10-17 14:58:24.101000+00:00,0.015938213381762933,-0.021152637649181516
OAXBTC,2020-10-17 16:43:19.317200+00:00,2020-10-17 20:03:25.617800+00:00,0.012792726114196351,-0.0031454872675665824
OAXBTC,2020-10-18 15:33:23.360200+00:00,2020-10-18 18:04:26.598800+00:00,0.03338434840778681,0.02059162229359046
OAXBTC,2020-10-18 19:39:23.280200+00:00,2020-10-18 22:59:33.981800+00:00,0.007567646723523169,-0.025816701684263643
OAXBTC,2020-10-19 01:17:15.240200+00:00,2020-10-19 04:37:24.541600+00:00,0.0009382705078655462,-0.006629376215657623
OAXBTC,2020-10-19 12:11:15.866800+00:00,2020-10-19 12:27:27.485400+00:00,0.020425696840396523,0.019487426332530977
OAXBTC,2020-10-19 16:16:20.574600+00:00,2020-10-19 16:45:25.967600+00:00,0.045512895091570305,0.02508719825117378
OAXBTC,2020-10-20 06:55:18.839400+00:00,2020-10-20 10:10:30.873800+00:00,0.07254639544470887,0.027033500353138562
OAXBTC,2020-10-21 03:42:22.269800+00:00,2020-10-21 04:10:28.849200+00:00,0.02978222384061535,-0.042764171604093515
OAXBTC,2020-10-22 06:11:19.214200+00:00,2020-10-22 10:18:55.472400+00:00,0.02734867706195998,-0.002433546778655371
OAXBTC,2020-10-22 17:54:26.821000+00:00,2020-10-22 21:14:43.923800+00:00,0.024477366939329226,-0.0028713101226307547
OAXBTC,2020-10-23 05:42:30.377000+00:00,2020-10-23 09:02:52.881200+00:00,0.023768712256889257,-0.0007086546824399687
OAXBTC,2020-10-23 09:47:28.883200+00:00,2020-10-23 13:07:51.987600+00:00,0.019472443109257,-0.004296269147632259
OAXBTC,2020-10-23 19:31:21.163200+00:00,2020-10-23 22:51:40.266800+00:00,0.008610024868751398,-0.0108624182405056
OAXBTC,2020-10-24 11:59:27.444200+00:00,2020-10-24 15:19:47.686800+00:00,-0.010338121523835841,-0.01894814639258724
OAXBTC,2020-10-25 03:40:35.159800+00:00,2020-10-25 07:01:00.908000+00:00,-0.03676883077761195,-0.026430709253776108
OAXBTC,2020-10-26 06:37:24.128400+00:00,2020-10-26 09:03:44.901800+00:00,-0.0776319171019566,-0.040863086324344655
OAXBTC,2020-10-26 16:38:27.443000+00:00,2020-10-26 20:24:44.897000+00:00,-0.07521226890245025,0.0024196481995063523
OAXBTC,2020-10-26 22:53:34.705800+00:00,2020-10-27 02:14:03.611600+00:00,-0.09469301803142283,-0.019480749128972574
OAXBTC,2020-10-27 18:47:38.621200+00:00,2020-10-27 22:08:02.326000+00:00,-0.11848225016097558,-0.02378923212955275
OAXBTC,2020-10-28 12:33:36.607600+00:00,2020-10-28 13:14:54.364800+00:00,-0.09467947472857174,0.023802775432403833
OAXBTC,2020-10-28 15:39:30.716600+00:00,2020-10-28 19:34:55.893800+00:00,-0.09686988139137331,-0.0021904066628015695
OAXBTC,2020-10-28 20:26:34.391000+00:00,2020-10-28 20:43:54.824800+00:00,-0.07840921797779765,0.018460663413575662
OAXBTC,2020-10-28 22:03:28.498600+00:00,2020-10-29 01:23:57.004200+00:00,-0.11200557119287446,-0.03359635321507681
OAXBTC,2020-10-29 10:54:41.507000+00:00,2020-10-29 13:52:03.500800+00:00,-0.09179691210093754,0.02020865909193692
OAXBTC,2020-10-29 16:01:43.851000+00:00,2020-10-29 19:22:10.956400+00:00,-0.12450379066312467,-0.032706878562187125
OAXBTC,2020-10-30 14:52:34.952200+00:00,2020-10-30 16:13:01.037800+00:00,-0.15391403769462908,-0.02941024703150441
OAXBTC,2020-10-31 11:25:44.795400+00:00,2020-10-31 14:10:57.825000+00:00,-0.12736308330674728,0.026550954387881798
