ticker,buy,sell,profit,profit-of-trade
OAXBTC,2020-11-01 06:34:46.702400+00:00,2020-11-01 07:51:01.931400+00:00,-0.11111129062829317,0.016251792678454113
OAXBTC,2020-11-01 10:17:47.912400+00:00,2020-11-01 12:15:04.295000+00:00,-0.09190607899406644,0.019205211634226727
OAXBTC,2020-11-01 13:42:39.677200+00:00,2020-11-01 17:27:02.705400+00:00,-0.0922094684073862,-0.00030338941331975455
OAXBTC,2020-11-02 02:26:47.390000+00:00,2020-11-02 02:48:04.277200+00:00,-0.07293658509104184,0.019272883316344358
OAXBTC,2020-11-02 03:29:31.636800+00:00,2020-11-02 06:50:46.352600+00:00,-0.09713949292102708,-0.024202907829985243
OAXBTC,2020-11-02 21:32:33.453400+00:00,2020-11-02 23:06:04.915800+00:00,-0.07974556959041212,0.017393923330614958
OAXBTC,2020-11-03 19:32:31.268000+00:00,2020-11-03 22:53:09.575800+00:00,-0.08203755553863512,-0.0022919859482229965
OAXBTC,2020-11-04 09:16:40.591000+00:00,2020-11-04 12:37:48.505400+00:00,-0.08266105688988645,-0.0006235013512513321
OAXBTC,2020-11-05 15:37:39.167200+00:00,2020-11-05 15:57:14.033600+00:00,-0.04925326906151839,0.03340778782836806
OAXBTC,2020-11-06 09:55:51.989000+00:00,2020-11-06 13:38:12.789800+00:00,-0.02952173105510758,0.01973153800641081
OAXBTC,2020-11-06 16:48:38.192000+00:00,2020-11-06 18:13:13.733600+00:00,-0.010070856970519015,0.019450874084588565
OAXBTC,2020-11-06 22:52:51.707600+00:00,2020-11-07 02:59:19.234000+00:00,-0.016072185506016412,-0.006001328535497397
OAXBTC,2020-11-07 22:01:52.054000+00:00,2020-11-08 01:58:04.842000+00:00,0.003126110991808262,0.019198296497824674
OAXBTC,2020-11-08 08:12:45.698800+00:00,2020-11-08 12:58:18.752600+00:00,0.00505880586591656,0.0019326948741082983
OAXBTC,2020-11-08 17:01:35.436000+00:00,2020-11-08 20:23:08.956200+00:00,-0.029467598689878027,-0.03452640455579459
OAXBTC,2020-11-09 13:59:37.814800+00:00,2020-11-09 16:41:10.595000+00:00,-0.011701774264373466,0.01776582442550456
OAXBTC,2020-11-10 04:53:50.083200+00:00,2020-11-10 07:47:13.623200+00:00,0.03650047641477594,0.048202250679149405
OAXBTC,2020-11-10 19:51:16.395200+00:00,2020-11-10 22:17:06.563200+00:00,-0.008129564449193438,-0.04463004086396938
OAXBTC,2020-11-11 02:41:40.934000+00:00,2020-11-11 06:02:30.844600+00:00,-0.03155252001347142,-0.02342295556427798
OAXBTC,2020-11-11 09:36:05.327000+00:00,2020-11-11 11:44:56.479200+00:00,-0.07384437465110538,-0.04229185463763396
OAXBTC,2020-11-12 01:38:57.135200+00:00,2020-11-12 05:00:30.055400+00:00,-0.07302439636666458,0.0008199782844408032
OAXBTC,2020-11-12 14:26:38.896400+00:00,2020-11-12 16:21:52.051200+00:00,-0.11179076052730397,-0.03876636416063939
OAXBTC,2020-11-13 08:32:13.547600+00:00,2020-11-13 11:32:07.575400+00:00,-0.09393056104782349,0.017860199479480476
OAXBTC,2020-11-13 14:35:41.252800+00:00,2020-11-13 17:57:20.974400+00:00,-0.09605051877335002,-0.0021199577255265334
OAXBTC,2020-11-14 03:52:43.609800+00:00,2020-11-14 07:13:47.723600+00:00,-0.11207953109256719,-0.016029012319217162
OAXBTC,2020-11-14 13:55:29.544800+00:00,2020-11-14 17:17:00.464600+00:00,-0.11544824576952739,-0.003368714676960205
OAXBTC,2020-11-14 23:51:51.993600+00:00,None,-0.11544824576952739,0.0
