,Unnamed: 0,Unnamed: 0.1,Timestamp,Open,High,Low,Close,Volume,24m Volume RA,24m Close Price RA
29,29,2019-01-18 11:00:00+00:00,2019-01-18 11:00:00+00:00,4.05e-05,4.065e-05,4.039e-05,4.052e-05,41,35.25,4.1171666666666664e-05
30,30,2019-01-18 11:01:00+00:00,2019-01-18 11:01:00+00:00,4.046e-05,4.055e-05,4.041e-05,4.042e-05,10,34.791666666666664,4.108916666666666e-05
31,31,2019-01-18 11:02:00+00:00,2019-01-18 11:02:00+00:00,4.044e-05,4.081e-05,4.044e-05,4.062e-05,25,34.416666666666664,4.102583333333333e-05
32,32,2019-01-18 11:03:00+00:00,2019-01-18 11:03:00+00:00,4.064e-05,4.079e-05,4.053e-05,4.067e-05,28,33.625,4.097083333333333e-05
33,33,2019-01-18 11:04:00+00:00,2019-01-18 11:04:00+00:00,4.077e-05,4.082e-05,4.057e-05,4.079e-05,13,33.25,4.091625e-05
34,34,2019-01-18 11:05:00+00:00,2019-01-18 11:05:00+00:00,4.067e-05,4.09e-05,4.06e-05,4.09e-05,31,33.666666666666664,4.087583333333333e-05
35,35,2019-01-18 11:06:00+00:00,2019-01-18 11:06:00+00:00,4.091e-05,4.119e-05,4.091e-05,4.119e-05,53,33.666666666666664,4.086374999999999e-05
36,36,2019-01-18 11:07:00+00:00,2019-01-18 11:07:00+00:00,4.111e-05,4.181e-05,4.106e-05,4.108e-05,107,36.083333333333336,4.084458333333332e-05
37,37,2019-01-18 11:08:00+00:00,2019-01-18 11:08:00+00:00,4.121e-05,4.159e-05,4.112e-05,4.139e-05,16,35.875,4.083999999999999e-05
38,38,2019-01-18 11:09:00+00:00,2019-01-18 11:09:00+00:00,4.122e-05,4.14e-05,4.120000000000001e-05,4.123e-05,15,36.125,4.083041666666664e-05
39,39,2019-01-18 11:10:00+00:00,2019-01-18 11:10:00+00:00,4.123e-05,4.148e-05,4.120000000000001e-05,4.135e-05,14,28.5,4.085666666666664e-05
40,40,2019-01-18 11:11:00+00:00,2019-01-18 11:11:00+00:00,4.132e-05,4.139e-05,4.120000000000001e-05,4.134e-05,15,26.5,4.086791666666664e-05
41,41,2019-01-18 11:12:00+00:00,2019-01-18 11:12:00+00:00,4.122e-05,4.138e-05,4.122e-05,4.131e-05,9,25.54166666666667,4.0879999999999975e-05
42,42,2019-01-18 11:13:00+00:00,2019-01-18 11:13:00+00:00,4.13e-05,4.131e-05,4.121e-05,4.122e-05,13,25.16666666666667,4.089624999999998e-05
43,43,2019-01-18 11:14:00+00:00,2019-01-18 11:14:00+00:00,4.123e-05,4.149e-05,4.123e-05,4.141e-05,21,25.41666666666667,4.091583333333331e-05
44,44,2019-01-18 11:15:00+00:00,2019-01-18 11:15:00+00:00,4.142e-05,4.147e-05,4.137e-05,4.145e-05,27,25.45833333333333,4.093749999999998e-05
45,45,2019-01-18 11:16:00+00:00,2019-01-18 11:16:00+00:00,4.139e-05,4.193e-05,4.137e-05,4.17e-05,61,26.875,4.097374999999998e-05
46,46,2019-01-18 11:17:00+00:00,2019-01-18 11:17:00+00:00,4.185e-05,4.204e-05,4.175e-05,4.181e-05,30,26.625,4.101499999999998e-05
47,47,2019-01-18 11:18:00+00:00,2019-01-18 11:18:00+00:00,4.184e-05,4.203e-05,4.183e-05,4.199e-05,28,27.29166666666667,4.1067916666666636e-05
48,48,2019-01-18 11:19:00+00:00,2019-01-18 11:19:00+00:00,4.197e-05,4.25e-05,4.18e-05,4.25e-05,49,28.20833333333333,4.115041666666664e-05
49,49,2019-01-18 11:20:00+00:00,2019-01-18 11:20:00+00:00,4.25e-05,4.283e-05,4.209e-05,4.218e-05,119,32.333333333333336,4.121249999999998e-05
50,50,2019-01-18 11:21:00+00:00,2019-01-18 11:21:00+00:00,4.216e-05,4.24e-05,4.177e-05,4.177e-05,53,33.791666666666664,4.125333333333331e-05
51,51,2019-01-18 11:22:00+00:00,2019-01-18 11:22:00+00:00,4.182e-05,4.193e-05,4.146e-05,4.193e-05,40,35.25,4.130291666666664e-05
52,52,2019-01-18 11:23:00+00:00,2019-01-18 11:23:00+00:00,4.193e-05,4.2e-05,4.188e-05,4.188e-05,23,35.041666666666664,4.136041666666664e-05
53,53,2019-01-18 11:24:00+00:00,2019-01-18 11:24:00+00:00,4.193e-05,4.199e-05,4.179e-05,4.179e-05,11,33.791666666666664,4.141333333333331e-05
54,54,2019-01-18 11:25:00+00:00,2019-01-18 11:25:00+00:00,4.18e-05,4.197e-05,4.157e-05,4.176e-05,29,34.583333333333336,4.146916666666665e-05
55,55,2019-01-18 11:26:00+00:00,2019-01-18 11:26:00+00:00,4.176e-05,4.195e-05,4.175e-05,4.183e-05,14,34.125,4.151958333333333e-05
56,56,2019-01-18 11:27:00+00:00,2019-01-18 11:27:00+00:00,4.188e-05,4.188e-05,4.179e-05,4.179e-05,7,33.25,4.1566249999999985e-05
57,57,2019-01-18 11:28:00+00:00,2019-01-18 11:28:00+00:00,4.177e-05,4.192e-05,4.157e-05,4.157e-05,23,33.666666666666664,4.159875e-05
58,58,2019-01-18 11:29:00+00:00,2019-01-18 11:29:00+00:00,4.155e-05,4.163e-05,4.146e-05,4.163e-05,29,33.583333333333336,4.1629166666666664e-05
59,59,2019-01-18 11:30:00+00:00,2019-01-18 11:30:00+00:00,4.161e-05,4.167e-05,4.13e-05,4.164e-05,41,33.083333333333336,4.164791666666666e-05
60,60,2019-01-18 11:31:00+00:00,2019-01-18 11:31:00+00:00,4.159e-05,4.159e-05,4.147e-05,4.158e-05,8,28.95833333333333,4.166875e-05
61,61,2019-01-18 11:32:00+00:00,2019-01-18 11:32:00+00:00,4.165e-05,4.165e-05,4.156e-05,4.16e-05,5,28.5,4.167749999999999e-05
62,62,2019-01-18 11:33:00+00:00,2019-01-18 11:33:00+00:00,4.169e-05,4.169e-05,4.153e-05,4.163e-05,12,28.375,4.1694166666666665e-05
